CÓDIGOS,TÍTULOS CONTÁBEIS,ATRIBUTOS,E,conta
3.3.2.50.30.08-2,Inadimplido - período igual ou maior que 7 e menor que 8 meses,,-,3325030082
3.3.2.50.30.09-9,Inadimplido - período igual ou maior que 8 e menor que 9 meses,,-,3325030099
3.3.2.50.30.10-9,Inadimplido - período igual ou maior que 9 e menor que 10 meses,,-,3325030109
3.3.2.50.30.11-6,Inadimplido - período igual ou maior que 10 e menor que 11 meses,,-,3325030116
3.3.2.50.30.12-3,Inadimplido - período igual ou maior que 11 e menor que 12 meses,,-,3325030123
3.3.2.50.30.13-0,Inadimplido - período igual ou maior que 12 e menor que 13 meses,,-,3325030130
3.3.2.50.30.14-7,Inadimplido - período igual ou maior que 13 e menor que 14 meses,,-,3325030147
3.3.2.50.30.15-4,Inadimplido - período igual ou maior que 14 e menor que 15 meses,,-,3325030154
3.3.2.50.30.16-1,Inadimplido - período igual ou maior que 15 e menor que 16 meses,,-,3325030161
3.3.2.50.30.17-8,Inadimplido - período igual ou maior que 16 e menor que 17 meses,,-,3325030178
3.3.2.50.30.18-5,Inadimplido - período igual ou maior que 17 e menor que 18 meses,,-,3325030185
3.3.2.50.30.19-2,Inadimplido - período igual ou maior que 18 e menor que 19 meses,,-,3325030192
3.3.2.50.30.20-2,Inadimplido - período igual ou maior que 19 e menor que 20 meses,,-,3325030202
3.3.2.50.30.21-9,Inadimplido - período igual ou maior que 20 e menor que 21 meses,,-,3325030219
3.3.2.50.30.22-6,Inadimplido - período igual ou maior que 21 meses,,-,3325030226
3.3.4.00.00.00-4,Compromissos de Crédito e Crédito a Liberar,,-,3340000004
3.3.4.10.00.00-3,NÃO CANCELÁVEIS,,-,3341000003
3.3.4.10.10.00-0,Compromissos de Crédito,,-,3341010000
3.3.4.10.20.00-7,Crédito a Liberar,,-,3341020007
3.3.4.20.00.00-2,CANCELÁVEIS,,-,3342000002
3.3.4.20.10.00-9,Compromissos de Crédito,,-,3342010009
3.3.4.20.20.00-6,Crédito a Liberar,,-,3342020006
3.3.5.00.00.00-1,Garantias Financeiras Prestadas,,-,3350000001
3.3.5.10.00.00-0,RESPONSABILIDADE POR GARANTIAS FINANCEIRAS PRESTADAS,,-,3351000000
3.3.5.10.10.00-7,Vinculadas ao Comércio Internacional de Mercadorias,,-,3351010007
3.3.5.10.20.00-4,"Vinculadas a Licitações, Leilões, Prestação de Serviços ou Execução de Obras",,-,3351020004
3.3.5.10.30.00-1,Vinculadas ao Fornecimento de Mercadorias,,-,3351030001
3.3.5.10.40.00-8,Vinculadas à Distribuição de TVM por Oferta Pública,,-,3351040008
3.3.5.10.50.00-5,Aval ou Fiança em Processos Judiciais e Administrativos de Natureza Fiscal,,-,3351050005
3.3.5.10.90.00-3,Outros Avais,,-,3351090003
3.3.5.10.95.00-8,Outras Fianças Bancárias,,-,3351095008
3.3.5.10.99.00-4,Outras Garantias Financeiras Prestadas,,-,3351099004
3.3.9.00.00.00-9,Outros,,-,3390000009
3.3.9.05.00.00-4,OPERAÇÕES DE CRÉDITO PESSOAL COM CONSIGNAÇÃO,,-,3390500004
3.3.9.05.10.00-1,Sem Atraso,,-,3390510001
3.3.9.05.20.00-8,Atraso de até 14 Dias,,-,3390520008
3.8.0.00.00.00-1,CONTROLE DE OBRIGAÇÕES DE NATUREZA LEGAL OU REGULAMENTAR,,-,3800000001
3.8.1.00.00.00-8,Programas e Operações com Garantias ou Incentivos Governamentais,,-,3810000008
3.8.1.10.00.00-7,PROGRAMAS E OPERAÇÕES COM GARANTIAS GOVERNAMENTAIS,,-,3811000007
3.8.1.10.10.00-4,Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe I),,-,3811010004
3.8.1.10.10.10-7,Valor Contábil Bruto,,-,3811010107
3.8.1.10.10.90-1,(-) Perdas Esperadas,,-,3811010901
3.8.1.10.15.00-9,Programa Emergencial de Acesso a Crédito (PEAC - Maquininhas),,-,3811015009
3.8.1.10.15.10-2,Valor Contábil Bruto,,-,3811015102
3.8.1.10.15.90-6,(-) Perdas Esperadas,,-,3811015906
3.8.1.10.20.00-1,Programa Emergencial de Acesso a Crédito (PEAC - FGI),,-,3811020001
3.8.1.10.20.10-4,Valor Contábil Bruto,,-,3811020104
3.8.1.10.20.90-8,(-) Perdas Esperadas,,-,3811020908
3.8.1.10.25.00-6,Programa Emergencial de Suporte a Empregos (PESE),,-,3811025006
3.8.1.10.25.10-9,Valor Contábil Bruto,,-,3811025109
3.8.1.10.25.90-3,(-) Perdas Esperadas,,-,3811025903
3.8.1.10.30.00-8,Programa nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe II),,-,3811030008
3.8.1.10.30.10-1,Valor Contábil Bruto,,-,3811030101
3.8.1.10.30.90-5,(-) Perdas Esperadas,,-,3811030905
3.8.1.10.35.00-3,FGI-PEAC Crédito Solidário RS,,-,3811035003
3.8.1.10.35.10-6,Valor Contábil Bruto,,-,3811035106
3.8.1.10.35.90-0,(-) Perdas Esperadas,,-,3811035900
3.8.1.10.40.00-5,Programa Desenrola Brasil ? Faixa 1,,-,3811040005
3.8.1.10.40.10-8,Valor Contábil Bruto,,-,3811040108
3.8.1.10.40.90-2,(-) Perdas Esperadas,,-,3811040902
3.8.1.10.45.00-0,Programa Acredita no Primeiro Passo,,-,3811045000
3.8.1.10.45.10-3,Valor Contábil Bruto,,-,3811045103
3.8.1.10.45.90-7,(-) Perdas Esperadas,,-,3811045907
3.8.1.10.50.00-2,Programa de Crédito e Financiamento de Dívidas de Microempreendedores Individuais e Microempresas,,-,3811050002
3.8.1.10.50.10-5,Valor Contábil Bruto,,-,3811050105
3.8.1.10.50.90-9,(-) Perdas Esperadas,,-,3811050909
3.8.1.20.00.00-6,PROGRAMAS E OPERAÇÕES COM INCENTIVOS GOVERNAMENTAIS,,-,3812000006
3.8.1.20.15.00-8,CGPE Empresa com Receita Bruta até R$100 Milhões,,-,3812015008
3.8.1.20.15.10-1,Valor Contábil Bruto,,-,3812015101
3.8.1.20.15.90-5,(-) Perdas Esperadas,,-,3812015905
3.8.1.20.25.00-5,CGPE Empresa com Receita Bruta entre R$100M e R$300M,,-,3812025005
3.8.1.20.25.10-8,Valor Contábil Bruto,,-,3812025108
3.8.1.20.25.90-2,(-) Perdas Esperadas,,-,3812025902
3.8.1.20.30.00-7,CGPE Programas Elegíveis,,-,3812030007
3.8.1.20.30.10-0,Valor Contábil Bruto,,-,3812030100
3.8.1.20.30.90-4,(-) Perdas Esperadas,,-,3812030904
3.8.1.20.35.00-2,PEC Operações Contratadas até 25 de Maio de 2022,,-,3812035002
3.8.1.20.35.10-5,Valor Contábil Bruto,,-,3812035105
3.8.1.20.35.90-9,(-) Perdas Esperadas,,-,3812035909
3.8.1.20.40.00-4,"PEC Operações Contratadas a partir de 25 de Maio de 2022 Empresas com Receita Bruta Anual até R$4,8M",,-,3812040004
3.8.1.20.40.10-7,Valor Contábil Bruto,,-,3812040107
3.8.1.20.40.90-1,(-) Perdas Esperadas,,-,3812040901
3.8.1.20.45.00-9,"PEC Operações Contratadas a partir de 25/05/2022 Empresas com Receita Bruta Anual Superior a R$4,8M",,-,3812045009
3.8.1.20.45.10-2,Valor Contábil Bruto,,-,3812045102
3.8.1.20.45.90-6,(-) Perdas Esperadas,,-,3812045906
3.8.1.20.50.00-1,Desenrola Brasil ? Faixa 2,,-,3812050001
3.8.1.20.50.10-4,Valor Contábil Bruto,,-,3812050104
3.8.1.20.50.90-8,(-) Perdas Esperadas,,-,3812050908
3.8.1.20.55.00-6,Desenrola Pequenos Negócios,,-,3812055006
3.8.1.20.55.10-9,Valor Contábil Bruto,,-,3812055109
3.8.1.20.55.90-3,(-) Perdas Esperadas,,-,3812055903
3.8.1.20.60.00-8,Operações de Crédito Rural destinadas à Liquidação ou à Amortização de dívidas de Produtores Rurais,,-,3812060008
3.8.1.20.60.10-1,Valor Contábil Bruto ? Recursos Tesouro Nacional,,-,3812060101
3.8.1.20.60.15-6,Valor Contábil Bruto ? Recursos Livres,,-,3812060156
3.8.1.20.60.90-5,(-) Perdas Esperadas ? Recursos Tesouro Nacional,,-,3812060905
3.8.1.20.60.95-0,(-) Perdas Esperadas ? Recursos Livres,,-,3812060950
3.8.2.00.00.00-5,Entidades externas,,-,3820000005
3.8.2.10.00.00-4,FUNDOS GARANTIDORES,,-,3821000004
3.8.8.00.00.00-7,Controles de Natureza Tributária,,-,3880000007
3.8.8.10.00.00-6,ATIVO FISCAL DIFERIDO - TRANSIÇÃO LEI 14.467,,-,3881000006
3.8.8.10.10.00-3,Saldo Acumulado na Transição - Data-base 01/01/2025,,-,3881010003
3.8.8.10.20.00-0,Valor Acumulado Durante o Exercício de 2025,,-,3881020000
3.8.8.20.00.00-5,PERDAS INCORRIDAS,,-,3882000005
3.8.8.20.10.00-2,Operações com Partes Relacionadas,,-,3882010002
3.8.8.20.20.00-9,Operações com Residentes ou Domiciliados no Exterior,,-,3882020009
3.8.8.20.90.00-8,Demais Operações,,-,3882090008
4.1.0.00.00.00-9,DEPÓSITOS,,-,4100000009
4.1.1.00.00.00-6,Depósitos à Vista,,-,4110000006
4.1.1.05.00.00-1,DEPÓSITOS À VISTA DE LIGADAS,,-,4110500001
4.1.1.05.10.00-8,Pessoas Naturais,,411,4110510008
4.1.1.05.20.00-5,Pessoas Jurídicas,,412,4110520005
4.1.1.05.30.00-2,Administração Direta - Governo Federal,,401,4110530002
4.1.1.05.40.00-9,Administração Indireta - Governo Federal,,401,4110540009
4.1.1.05.50.00-6,Administração Direta - Governo Estadual,,401,4110550006
4.1.1.05.60.00-3,Administração Indireta - Governo Estadual,,401,4110560003
4.1.1.05.70.00-0,Atividades Empresariais - Governo Federal,,402,4110570000
4.1.1.05.80.00-7,Atividades Empresariais - Governo Estadual,,402,4110580007
4.1.1.10.00.00-5,DEPÓSITOS DE PESSOAS NATURAIS,,411,4111000005
4.1.1.20.00.00-4,DEPÓSITOS DE PESSOAS JURÍDICAS,,412,4112000004
4.1.1.30.00.00-3,DEPÓSITOS DE INSTITUIÇÕES DO SISTEMA FINANCEIRO,,413,4113000003
4.1.1.30.30.00-4,Instituições Autorizadas a Funcionar pelo Banco Central,,-,4113030004
4.1.1.30.40.00-1,Entidades do Mercado Segurador e de Previdência Privada,,-,4113040001
4.1.1.30.99.00-7,Outras Instituições,,-,4113099007
4.1.1.40.00.00-2,DEPÓSITOS DE GOVERNOS,,-,4114000002
4.1.1.40.10.00-9,Administração Direta - Federal,,401,4114010009
4.1.1.40.15.00-4,Administração Indireta - Federal,,401,4114015004
4.1.1.40.20.00-6,Administração Direta - Estadual,,401,4114020006
4.1.1.40.25.00-1,Administração Indireta - Estadual,,401,4114025001
4.1.1.40.30.00-3,Administração Direta - Municipal,,401,4114030003
4.1.1.40.35.00-8,Administração Indireta - Municipal,,401,4114035008
4.1.1.40.40.00-0,Atividades Empresariais Federais,,402,4114040000
4.1.1.40.50.00-7,Atividades Empresariais Estaduais,,402,4114050007
4.1.1.40.60.00-4,Atividades Empresariais Municipais,,402,4114060004
4.1.1.60.00.00-0,DEPÓSITOS DE DOMICILIADOS NO EXTERIOR,,418,4116000000
4.1.1.65.00.00-5,DEPÓSITOS ESPECIAIS DO TESOURO NACIONAL,,403,4116500005
4.1.1.75.00.00-4,DEPÓSITOS OBRIGATÓRIOS,,415,4117500004
4.1.1.77.00.00-0,DEPÓSITOS OBRIGATÓRIOS DE LIGADAS,,415,4117700000
4.1.1.80.00.00-8,DEPÓSITOS PARA INVESTIMENTOS DECORRENTES DE INCENTIVOS FISCAIS,,416,4118000008
4.1.1.85.00.00-3,DEPÓSITOS VINCULADOS,,417,4118500003
4.1.1.85.20.00-7,Ligadas,,-,4118520007
4.1.1.85.99.00-7,Outros,,-,4118599007
4.1.1.90.00.00-7,SALDOS CREDORES EM CONTAS DE EMPRÉSTIMOS E FINANCIAMENTOS,,419,4119000007
4.1.1.90.20.00-1,Saldos de Contas de Pagamento Pós-Paga Encerradas - PN,,-,4119020001
4.1.1.90.30.00-8,Saldos de Contas de Pagamento Pós-Paga Encerradas - PJ,,-,4119030008
4.1.1.90.40.00-5,Devoluções em Operações de Crédito - PN,,-,4119040005
4.1.1.90.50.00-2,Devoluções em Operações de Crédito - PJ,,-,4119050002
4.1.1.90.99.00-1,Outros,,-,4119099001
4.1.1.98.00.00-1,CONTAS ENCERRADAS,,-,4119800001
4.1.1.98.10.00-8,Pessoas Naturais,,411,4119810008
4.1.1.98.20.00-5,Pessoas Jurídicas,,412,4119820005
4.1.1.98.90.00-4,Outras Contas de Depósito à Vista,,418,4119890004
4.1.2.00.00.00-3,Depósitos de Poupança,,-,4120000003
4.1.2.10.00.00-2,DEPÓSITOS DE POUPANÇA LIVRES - PESSOAS NATURAIS,,420,4121000002
4.1.2.20.00.00-1,DEPÓSITOS DE POUPANÇA LIVRES - PESSOAS JURÍDICAS,,420,4122000001
4.1.2.25.00.00-6,DEPÓSITOS DE POUPANÇA DE LIGADAS,,420,4122500006
4.1.2.25.10.00-3,Pessoas Naturais,,-,4122510003
4.1.2.25.20.00-0,Pessoas Jurídicas,,-,4122520000
4.1.2.27.00.00-2,DEPÓSITOS DE POUPANÇA RURAL,,420,4122700002
4.1.2.27.10.00-9,Depósitos de Poupança Rural - Pessoas Naturais,,-,4122710009
4.1.2.27.20.00-6,Depósitos de Poupança Rural - Pessoas Jurídicas,,-,4122720006
4.1.2.95.00.00-9,OUTROS DEPÓSITOS DE POUPANÇA,,420,4129500009
4.1.2.98.00.00-8,CONTAS ENCERRADAS,,420,4129800008
4.1.2.98.10.00-5,Pessoas Naturais,,-,4129810005
4.1.2.98.20.00-2,Pessoas Jurídicas,,-,4129820002
4.1.2.98.90.00-1,Outras Contas de Depósitos de Poupança,,-,4129890001
4.1.2.99.00.00-1,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,420,4129900001
4.1.3.00.00.00-0,Depósitos Interfinanceiros,,-,4130000000
4.1.3.10.00.00-9,DEPÓSITOS INTERFINANCEIROS,,431,4131000009
4.1.3.10.10.00-6,Ligadas,,-,4131010006
4.1.3.10.15.00-1,Ligadas com Garantia,,-,4131015001
4.1.3.10.20.00-3,Não Ligadas,,-,4131020003
4.1.3.10.25.00-8,Não Ligadas com Garantia,,-,4131025008
4.1.3.10.30.00-0,Ligadas - Vinculados ao Crédito Rural,,-,4131030000
4.1.3.10.35.00-5,Ligadas com Garantia - Vinculados ao Crédito Rural,,-,4131035005
4.1.3.10.40.00-7,Não Ligadas - Vinculados ao Crédito Rural,,-,4131040007
4.1.3.10.45.00-2,Não Ligadas com Garantia - Vinculados ao Crédito Rural,,-,4131045002
4.1.3.10.50.00-4,Ligadas - Vinculados a Dívidas Renegociadas,,-,4131050004
4.1.3.10.55.00-9,Não Ligadas - Vinculados a Dívidas Renegociadas,,-,4131055009
4.1.3.10.60.00-1,Ligadas - Sociedade de Arrendamento Mercantil,,-,4131060001
4.1.3.10.65.00-6,Ligadas com Garantia - Sociedade de Arrendamento Mercantil,,-,4131065006
4.1.3.10.70.00-8,Não Ligadas - Sociedade de Arrendamento Mercantil,,-,4131070008
4.1.3.10.75.00-3,Não Ligadas com Garantia - Sociedade de Arrendamento Mercantil,,-,4131075003
4.1.3.10.80.00-5,Ligadas - Com Garantia Especial do FGC - Com Alienação de Recebíveis,,-,4131080005
4.1.3.10.81.00-4,Ligadas - Com Garantia Especial do FGC - Sem Alienação de Recebíveis,,-,4131081004
4.1.3.10.85.00-0,Não Ligadas - Com Garantia Especial do FGC - Com Alienação de Recebíveis,,-,4131085000
4.1.3.10.86.00-9,Não Ligadas - Com Garantia Especial do FGC - Sem Alienação de Recebíveis,,-,4131086009
4.1.3.99.00.00-8,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,431,4139900008
4.1.4.00.00.00-7,Depósitos sob Aviso,,-,4140000007
4.1.4.10.00.00-6,DEPÓSITOS DE AVISO PRÉVIO,,432,4141000006
4.1.4.10.10.00-3,Ligadas,,-,4141010003
4.1.4.10.20.00-0,Não Ligadas,,-,4141020000
4.1.4.10.30.00-7,Instituições do Sistema Financeiro,,-,4141030007
4.1.4.20.00.00-5,DEPÓSITOS DE AVISO PRÉVIO EM MOEDAS ESTRANGEIRAS,,432,4142000005
4.1.4.99.00.00-5,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4149900005
4.1.5.00.00.00-4,Depósitos a Prazo,,-,4150000004
4.1.5.10.00.00-3,DEPÓSITOS A PRAZO,,432,4151000003
4.1.5.10.10.00-0,Com Certificado,,-,4151010000
4.1.5.10.20.00-7,Não Ligadas Sem Certificado,,-,4151020007
4.1.5.10.22.00-5,Não Ligadas - Sem Certificado - Com Garantia Especial do FGC - Com Alienação De Recebíveis,,-,4151022005
4.1.5.10.23.00-4,Não Ligadas - Sem Certificado - Com Garantia Especial Do FGC - Sem Alienação de Recebíveis,,-,4151023004
4.1.5.10.30.00-4,Ligadas - Sem Certificado,,-,4151030004
4.1.5.10.32.00-2,Ligadas - Sem Certificado - Com Garantia Especial Do FGC - Com Alienação de Recebíveis,,-,4151032002
4.1.5.10.33.00-1,Ligadas - Sem Certificado - Com Garantia Especial do FGC - Sem Alienação de Recebíveis,,-,4151033001
4.1.5.10.50.00-8,Relacionados a Programas Governamentais,,-,4151050008
4.1.5.10.55.00-3,Contratados com Fundos Garantidores - LC Nº 101 e LC Nº 130,,-,4151055003
4.1.5.10.60.00-5,Governos Municipais - LC nº 161,,-,4151060005
4.1.5.20.00.00-2,DEPÓSITOS A PRAZO EM MOEDAS ESTRANGEIRAS,,432,4152000002
4.1.5.50.00.00-9,DEPÓSITOS JUDICIAIS E ADMINISTRATIVOS MANTIDOS NA INSTITUIÇÃO,,432,4155000009
4.1.5.50.50.00-4,Depósitos Judiciais e Administrativos que Não Constituem Fundo de Reserva,,-,4155050004
4.1.5.50.60.00-1,Depósitos Judiciais e Administrativos que Constituem Fundo de Reserva,,-,4155060001
4.1.5.99.00.00-2,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4159900002
4.1.6.00.00.00-1,Obrigações por Depósitos Especiais e de Fundos e Programas,,-,4160000001
4.1.6.10.00.00-0,DEPÓSITOS ESPECIAIS COM REMUNERAÇÃO,,432,4161000000
4.1.6.15.00.00-5,DEPÓSITOS DE PAGAMENTOS POR CONSIGNAÇÃO - EXTRAJUDICIAL,,432,4161500005
4.1.6.20.00.00-9,DEPÓSITOS DE FUNDOS E PROGRAMAS COM REMUNERAÇÃO,,432,4162000009
4.1.6.25.00.00-4,DEPÓSITOS DE FUNDOS E PROGRAMAS SEM REMUNERAÇÃO,,432,4162500004
4.1.6.30.00.00-8,DEPÓSITOS DO FGTS,,432,4163000008
4.1.6.99.00.00-9,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4169900009
4.1.7.00.00.00-8,APE - Depósitos Especiais,,-,4170000008
4.1.7.10.00.00-7,APE - DEPÓSITOS ESPECIAIS,,-,4171000007
4.1.7.99.00.00-6,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4179900006
4.1.8.00.00.00-5,Depósitos em Moedas Estrangeiras,,-,4180000005
4.1.8.10.00.00-4,DEPÓSITOS EM MOEDAS ESTRANGEIRAS NO PAÍS,,418,4181000004
4.1.8.10.10.00-1,Special Accounts,,-,4181010001
4.1.8.10.20.00-8,Rendimentos de Special Accounts,,-,4181020008
4.1.8.10.30.00-5,De Movimentação Livre,,-,4181030005
4.1.8.10.40.00-2,De Movimentação Restrita,,-,4181040002
4.1.8.10.90.00-7,Outros,,-,4181090007
4.1.8.99.00.00-3,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4189900003
4.1.9.00.00.00-2,Outros Depósitos,,-,4190000002
4.1.9.20.00.00-0,DEPÓSITOS PARA LIQUIDAÇÃO DE AJUSTES E DE POSIÇÕES EM SISTEMAS DE COMPENSAÇÃO E DE LIQUIDAÇÃO,,418,4192000000
4.1.9.25.00.00-5,RECURSOS DISPONÍVEIS DE CLIENTES,,-,4192500005
4.1.9.25.10.00-2,Saldos Disponíveis,,-,4192510002
4.1.9.25.20.00-9,Saldos de Contas Encerradas - PN,,-,4192520009
4.1.9.25.30.00-6,Saldos de Contas Encerradas - PJ,,-,4192530006
4.1.9.30.00.00-9,CONTA DE PAGAMENTO PRÉ-PAGA,,418,4193000009
4.1.9.30.10.00-6,Saldos de Livre Movimentação,,-,4193010006
4.1.9.30.20.00-3,Fundos em Trânsito entre Contas de Pagamento Pré-pagas,,-,4193020003
4.1.9.30.25.00-8,Fundos Recebidos pela Instituição para Crédito em Contas de Pagamento Pré-pagas,,-,4193025008
4.1.9.30.30.00-0,Saldos de Contas Encerradas - PN,,-,4193030000
4.1.9.30.40.00-7,Saldos de Contas Encerradas - PJ,,-,4193040007
4.1.9.30.90.00-2,Demais Saldos Relacionados a Conta Pré-paga,,-,4193090002
4.1.9.50.00.00-7,ORDENS DE PAGAMENTO EM MOEDA NACIONAL,,432,4195000007
4.1.9.99.00.00-0,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,432,4199900000
4.2.0.00.00.00-2,OBRIGAÇÕES POR OPERAÇÕES COMPROMISSADAS,,-,4200000002
4.2.1.00.00.00-9,Carteira Própria,,-,4210000009
4.2.1.10.00.00-8,RECOMPRAS A LIQUIDAR - CARTEIRA PROPRIA,,433,4211000008
4.2.1.10.01.00-7,Títulos Públicos Federais - No País,,-,4211001007
4.2.1.10.31.00-8,Títulos Privados - No País,,-,4211031008
4.2.1.10.80.00-4,Títulos de Emissão Própria,,-,4211080004
4.2.1.10.92.00-9,Títulos de Responsabilidade da União no Exterior,,-,4211092009
4.2.1.10.98.00-3,Outros Títulos no Exterior,,-,4211098003
4.2.1.10.99.00-2,Outros,,-,4211099002
4.2.1.99.00.00-7,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,433,4219900007
4.2.2.00.00.00-6,Carteira de Terceiros,,-,4220000006
4.2.2.20.00.00-4,RECOMPRAS A LIQUIDAR - CARTEIRA DE TERCEIROS,,433,4222000004
4.2.2.20.01.00-3,Títulos Públicos Federais - No País,,-,4222001003
4.2.2.20.31.00-4,Títulos Privados - No País,,-,4222031004
4.2.2.20.92.00-5,Títulos de Responsabilidade da União no Exterior,,-,4222092005
4.2.2.20.98.00-9,Outros Títulos no Exterior,,-,4222098009
4.2.2.20.99.00-8,Outros,,-,4222099008
4.2.2.99.00.00-4,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,433,4229900004
4.2.3.00.00.00-3,Obrigações por Venda de Títulos de Livre Movimentação,,-,4230000003
4.2.3.40.00.00-9,RECOMPRAS A LIQUIDAR - VENDA DE TÍTULOS DE TERCEIROS DE LIVRE MOVIMENTAÇÃO,,433,4234000009
4.2.3.40.02.00-7,Títulos Públicos Federais - Tesouro Nacional,,-,4234002007
4.2.3.40.90.00-2,Outros Títulos de Renda Fixa,,-,4234090002
4.3.0.00.00.00-5,OUTROS INSTRUMENTOS DE DÍVIDA,,-,4300000005
4.3.1.00.00.00-2,Recursos de Aceites Cambiais,,-,4310000002
4.3.1.10.00.00-1,OBRIGAÇÕES POR ACEITES DE TÍTULOS CAMBIAIS,,500,4311000001
4.3.1.99.00.00-0,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4319900000
4.3.2.00.00.00-9,Recursos por Emissões de Letras,,-,4320000009
4.3.2.05.00.00-4,OBRIGAÇÕES POR EMISSÃO DE LETRAS IMOBILIÁRIAS GARANTIDAS,,500,4320500004
4.3.2.25.00.00-2,OBRIGAÇÕES POR EMISSÃO DE LETRAS HIPOTECÁRIAS,,500,4322500002
4.3.2.35.00.00-1,OBRIGAÇÕES POR EMISSÃO DE LETRAS DE CRÉDITO IMOBILIÁRIO,,500,4323500001
4.3.2.40.00.00-5,OBRIGAÇÕES POR EMISSÃO DE LETRAS DE CRÉDITO DO AGRONEGÓCIO,,500,4324000005
4.3.2.50.00.00-4,OBRIGAÇÕES POR EMISSÃO DE LETRAS FINANCEIRAS,,500,4325000004
4.3.2.50.10.00-1,Letras Financeiras - Operações com Banco Central - LTEL,,-,4325010001
4.3.2.50.20.00-8,Demais Letras Financeiras,,-,4325020008
4.3.2.60.00.00-3,LETRAS DE CRÉDITO DE DESENVOLVIMENTO,,-,4326000003
4.3.2.93.00.00-9,OUTRAS,,500,4329300009
4.3.2.99.00.00-7,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4329900007
4.3.4.00.00.00-3,Recursos de Debêntures,,-,4340000003
4.3.4.10.00.00-2,OBRIGAÇÕES POR EMISSÃO DE DEBÊNTURES,,500,4341000002
4.3.4.10.10.00-9,Recursos em Moeda Estrangeira,,-,4341010009
4.3.4.10.20.00-6,Recursos em Moeda Nacional,,-,4341020006
4.3.4.99.00.00-1,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4349900001
4.3.5.00.00.00-0,Obrigações por Títulos e Valores Mobiliários no Exterior,,-,4350000000
4.3.5.10.00.00-9,OBRIGAÇÕES POR TÍTULOS E VALORES MOBILIÁRIOS NO EXTERIOR,,500,4351000009
4.3.5.99.00.00-8,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4359900008
4.3.7.00.00.00-4,Captação por Certificados de Operações Estruturadas,,-,4370000004
4.3.7.13.00.00-2,CAPTAÇÃO POR CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS,,500,4371300002
4.3.7.13.10.00-9,Certificados de Operações Estruturadas - Valor Nominal Protegido,,-,4371310009
4.3.7.13.30.00-3,Certificados de Operações Estruturadas - Valor Nominal em Risco,,-,4371330003
4.3.7.13.90.00-5,(-) Certificados de Operações Estruturadas Recompras,,-,4371390005
4.3.7.99.00.00-2,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4379900002
4.3.8.00.00.00-1,Recursos por Emissões de Controladas Não Sujeitas à Autorização do Banco Central,,-,4380000001
4.3.8.10.00.00-0,RECURSOS POR EMISSÕES DE CONTROLADAS NÃO SUJEITAS À AUTORIZAÇÃO DO BANCO CENTRAL,,500,4381000000
4.3.8.99.00.00-9,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4389900009
4.3.9.00.00.00-8,Instrumentos de Dívida com Cláusulas de Subordinação,,-,4390000008
4.3.9.10.00.00-7,TÍTULOS DE DÍVIDA ELEGÍVEIS A CAPITAL,,500,4391000007
4.3.9.10.10.00-4,Principal Autorizado,,-,4391010004
4.3.9.10.15.00-9,Principal Pendente de Autorização,,-,4391015009
4.3.9.10.20.00-1,Complementar Autorizado,,-,4391020001
4.3.9.10.25.00-6,Complementar Pendente de Autorização,,-,4391025006
4.3.9.10.30.00-8,Nível II Autorizado,,-,4391030008
4.3.9.10.35.00-3,Nível II Pendente de Autorização,,-,4391035003
4.3.9.20.00.00-6,DÍVIDAS SUBORDINADAS ELEGÍVEIS A CAPITAL,,500,4392000006
4.3.9.20.05.00-1,Vencimento Superior a 5 Anos,,-,4392005001
4.3.9.20.10.00-3,Vencimento Entre 4 e 5 Anos,,-,4392010003
4.3.9.20.15.00-8,Vencimento Entre 3 e 4 Anos,,-,4392015008
4.3.9.20.20.00-0,Vencimento Entre 2 e 3 Anos,,-,4392020000
4.3.9.20.25.00-5,Vencimento Entre 1 e 2 Anos,,-,4392025005
4.3.9.20.30.00-7,Vencimento Inferior a 1 Ano,,-,4392030007
4.3.9.60.00.00-2,TÍTULOS DE DÍVIDA NÃO ELEGÍVEIS A CAPITAL,,500,4396000002
4.3.9.70.00.00-1,DÍVIDAS SUBORDINADAS NÃO ELEGÍVEIS A CAPITAL,,500,4397000001
