CÓDIGOS,TÍTULOS CONTÁBEIS,ATRIBUTOS,E,conta
4.3.9.99.00.00-6,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,500,4399900006
4.3.9.99.10.00-3,(+/-) Ajuste de Hedge de Valor Justo - Títulos de Dívida Elegíveis a Capital,,-,4399910003
4.3.9.99.10.10-6,(+/-) Elegíveis a Capital Principal,,-,4399910106
4.3.9.99.10.20-9,(+/-) Elegíveis a Capital Complementar,,-,4399910209
4.3.9.99.10.30-2,(+/-) Elegíveis a Capital Nível 2,,-,4399910302
4.3.9.99.20.00-0,(+/-) Ajuste de Hedge de Valor Justo - Dívidas Subordinadas Elegíveis a Capital,,-,4399920000
4.3.9.99.60.00-8,(+/-) Ajuste de Hedge de Valor Justo - Títulos de Dívida Não Elegíveis a Capital,,-,4399960008
4.3.9.99.70.00-5,(+/-) Ajuste de Hedge de Valor Justo - Dívidas Subordinadas Não Elegíveis a Capital,,-,4399970005
4.4.0.00.00.00-8,RELAÇÕES INTERFINANCEIRAS,,-,4400000008
4.4.1.00.00.00-5,Obrigações junto a Participantes de Sistema de Liquidação e de Arranjo de Pagamento,,-,4410000005
4.4.1.10.00.00-4,CHEQUES E OUTROS PAPÉIS RECEBIDOS,,458,4411000004
4.4.1.10.40.00-2,Liquidação Bilateral,,-,4411040002
4.4.1.10.90.00-7,Outros Sistemas de Liquidação,,-,4411090007
4.4.1.20.00.00-3,RECEBIMENTOS A DEVOLVER,,458,4412000003
4.4.1.20.40.00-1,Liquidação Bilateral,,-,4412040001
4.4.1.20.90.00-6,Outros Sistemas de Liquidação,,-,4412090006
4.4.1.30.00.00-2,RECEBIMENTOS REMETIDOS,,458,4413000002
4.4.1.30.40.00-0,Liquidação Bilateral,,-,4413040000
4.4.1.30.90.00-5,Outros Sistemas de Liquidação,,-,4413090005
4.4.1.50.00.00-0,RECEBIMENTOS REMETIDOS A REGULARIZAR,,458,4415000000
4.4.1.50.40.00-8,Liquidação Bilateral,,-,4415040008
4.4.1.50.90.00-3,Outros Sistemas de Liquidação,,-,4415090003
4.4.1.60.00.00-9,TRANSAÇÕES DE PAGAMENTO,,458,4416000009
4.4.1.65.00.00-4,OBRIGAÇÕES COM TRANSAÇÕES DE PAGAMENTOS INSTANTÂNEOS,,458,4416500004
4.4.2.00.00.00-2,Obrigações Vinculadas,,-,4420000002
4.4.2.10.00.00-1,REDESCONTO DO BANCO CENTRAL - COMPRA COM COMPROMISSO DE REVENDA - TÍTULOS PÚBLICOS FEDERAIS,,458,4421000001
4.4.2.30.00.00-9,REDESCONTO DO BANCO CENTRAL - REDESCONTO TÍTULOS E DIREITOS CREDITÓRIOS DESCONTADOS,,458,4423000009
4.4.3.00.00.00-9,Repasses Interfinanceiros,,-,4430000009
4.4.3.10.00.00-8,OBRIGAÇÕES POR REPASSES INTERFINANCEIROS,,458,4431000008
4.4.3.10.10.00-5,Recursos Externos,,-,4431010005
4.4.3.10.20.00-2,Recursos do Crédito Rural,,-,4431020002
4.4.3.10.99.00-2,Outros Recursos,,-,4431099002
4.4.4.00.00.00-6,Relações com Correspondentes,,-,4440000006
4.4.4.10.00.00-5,CORRESPONDENTES NO EXTERIOR EM MOEDA NACIONAL,,441,4441000005
4.4.4.30.00.00-3,CORRESPONDENTES NO PAÍS,,442,4443000003
4.4.5.00.00.00-3,Recursos Recebidos de Cooperativas Filiadas,,-,4450000003
4.4.5.10.00.00-2,RECURSOS RECEBIDOS - CENTRALIZAÇÃO FINANCEIRA,,-,4451000002
4.4.5.15.00.00-7,RECURSOS RECEBIDOS - DEPÓSITOS DE POUPANÇA LIVRES PESSOAS NATURAIS,,458,4451500007
4.4.5.20.00.00-1,RECURSOS RECEBIDOS - DEPÓSITOS DE POUPANÇA LIVRES PESSOAS JURÍDICAS,,458,4452000001
4.4.5.27.00.00-2,RECURSOS RECEBIDOS - DEPÓSITOS DE POUPANÇA RURAL,,458,4452700002
4.4.5.27.10.00-9,Recursos Recebidos - Depósitos de Poupança Rural Pessoas Naturais,,-,4452710009
4.4.5.27.20.00-6,Recursos Recebidos - Depósitos de Poupança Rural Pessoas Jurídicas,,-,4452720006
4.4.5.95.00.00-9,RECURSOS RECEBIDOS - OUTROS DEPÓSITOS DE POUPANÇA,,458,4459500009
4.4.5.99.00.00-1,RECURSOS RECEBIDOS - OUTROS,,458,4459900001
4.5.0.00.00.00-1,RELAÇÕES INTERDEPENDÊNCIAS,,-,4500000001
4.5.1.00.00.00-8,Recursos em Trânsito de Terceiros,,-,4510000008
4.5.1.30.00.00-5,COBRANÇA DE TERCEIROS EM TRÂNSITO,,446,4513000005
4.5.1.50.00.00-3,PAGAMENTOS EM TRÂNSITO DE SOCIEDADES LIGADAS (+),,446,4515000003
4.5.1.60.00.00-2,PAGAMENTOS EM TRÂNSITO DE TERCEIROS (+),,446,4516000002
4.5.1.70.00.00-1,RECEBIMENTOS EM TRÂNSITO DE SOCIEDADES LIGADAS,,446,4517000001
4.5.1.80.00.00-0,RECEBIMENTOS EM TRÂNSITO DE TERCEIROS,,446,4518000000
4.5.1.80.10.00-7,Concessionários de Serviços Públicos,,-,4518010007
4.5.1.80.90.00-3,Outros,,-,4518090003
4.5.2.00.00.00-5,Transferências Internas de Recursos,,-,4520000005
4.5.2.10.00.00-4,CHEQUES E DOCUMENTOS A LIQUIDAR,,458,4521000004
4.5.2.20.00.00-3,COBRANCA PRÓPRIA EM TRÂNSITO,,444,4522000003
4.5.2.40.00.00-1,DEPENDÊNCIAS NO PAÍS,,447,4524000001
4.5.2.60.00.00-9,SUPRIMENTOS INTERDEPENDÊNCIAS,,456,4526000009
4.6.0.00.00.00-4,OBRIGAÇÕES POR EMPRÉSTIMOS E REPASSES,,-,4600000004
4.6.1.00.00.00-1,Empréstimos no País - Instituições Oficiais,,-,4610000001
4.6.1.10.00.00-0,BANCO CENTRAL - LINHAS FINANCEIRAS DE LIQUIDEZ E PROGRAMAS ESPECIAIS,,461,4611000000
4.6.1.10.10.00-7,Linha de Liquidez Imediata (LLI),,-,4611010007
4.6.1.10.11.00-6,Linha de Liquidez a Termo (LLT),,-,4611011006
4.6.1.10.20.00-4,Empréstimos Especiais,,-,4611020004
4.6.1.10.99.00-4,Outras Operações,,-,4611099004
4.6.1.50.00.00-6,SFH - CONTA EMPRÉSTIMOS,,468,4615000006
4.6.1.80.00.00-3,OBRIGAÇÕES POR AQUISIÇÃO DE TÍTULOS FEDERAIS,,461,4618000003
4.6.1.99.00.00-9,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,461,4619900009
4.6.2.00.00.00-8,Empréstimos no País - Outras Instituições,,-,4620000008
4.6.2.10.00.00-7,OBRIGAÇÕES POR EMPRÉSTIMOS NO PAÍS,,468,4621000007
4.6.2.10.10.00-4,Em Moeda Nacional,,-,4621010004
4.6.2.10.20.00-1,Em Moeda Estrangeira,,-,4621020001
4.6.2.99.00.00-6,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,468,4629900006
4.6.3.00.00.00-5,Empréstimos no Exterior,,-,4630000005
4.6.3.10.00.00-4,OBRIGAÇÕES EM MOEDAS ESTRANGEIRAS,,468,4631000004
4.6.3.10.13.00-8,"Exportação, até 360 Dias",,-,4631013008
4.6.3.10.23.00-5,"Exportação, acima de 360 Dias",,-,4631023005
4.6.3.10.33.00-2,"Importação, até 360 Dias",,-,4631033002
4.6.3.10.43.00-9,"Importação, até 360 Dias CCR",,-,4631043009
4.6.3.10.53.00-6,"Importação, acima de 360 Dias",,-,4631053006
4.6.3.10.93.00-4,Outras Obrigações,,-,4631093004
4.6.3.30.00.00-2,OBRIGAÇÕES POR EMPRÉSTIMOS NO EXTERIOR,,468,4633000002
4.6.3.99.00.00-3,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,468,4639900003
4.6.4.00.00.00-2,Repasses do País - Instituições Oficiais,,-,4640000002
4.6.4.10.00.00-1,OBRIGAÇÕES POR REPASSES - TESOURO NACIONAL,,468,4641000001
4.6.4.10.10.00-8,Crédito Rural,,-,4641010008
4.6.4.10.99.00-5,Outros Fundos e Programas,,-,4641099005
4.6.4.20.00.00-0,OBRIGAÇÕES POR REPASSES - BANCO DO BRASIL,,468,4642000000
4.6.4.30.00.00-9,OBRIGAÇÕES POR REPASSES - BNDES,,468,4643000009
4.6.4.40.00.00-8,OBRIGAÇÕES POR REPASSES - CEF,,468,4644000008
4.6.4.50.00.00-7,OBRIGAÇÕES POR REPASSES - FINAME,,468,4645000007
4.6.4.60.00.00-6,OBRIGAÇÕES POR REPASSES - FINEP,,468,4646000006
4.6.4.90.00.00-3,OBRIGAÇÕES POR REPASSES - OUTRAS INSTITUIÇÕES OFICIAIS,,468,4649000003
4.6.4.99.00.00-0,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,468,4649900000
4.6.6.00.00.00-6,Repasses do Exterior,,-,4660000006
4.6.6.10.00.00-5,OBRIGAÇÕES POR REPASSES DO EXTERIOR,,468,4661000005
4.6.6.10.10.00-2,Vinculados a Repasses a Mutuários,,-,4661010002
4.6.6.10.20.00-9,Vinculados a Títulos Federais,,-,4661020009
4.6.6.10.50.00-0,Vinculados a Repasses Interfinanceiros,,-,4661050000
4.6.6.10.99.00-9,Outras,,-,4661099009
4.6.6.99.00.00-4,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,468,4669900004
4.6.8.00.00.00-0,Arrendamento,,-,4680000000
4.6.8.50.00.00-5,ARRENDATÁRIO,,468,4685000005
4.6.8.50.10.00-2,Valores a pagar,,-,4685010002
4.6.8.50.20.00-9,Passivo de arrendamento,,-,4685020009
4.6.8.50.20.10-2,Pagamentos de arrendamento,,-,4685020102
4.6.8.60.00.00-4,ARRENDATÁRIO - SUBARRENDAMENTO,,468,4686000004
4.6.8.60.20.00-8,Passivo de Subarrendamento,,-,4686020008
4.6.8.60.20.10-1,Pagamentos de Subarrendamento,,-,4686020101
4.6.8.99.00.00-8,(+/-) AJUSTE DE HEDGE DE VALOR JUSTO,,468,4689900008
4.7.0.00.00.00-7,INSTRUMENTOS FINANCEIROS DERIVATIVOS,,-,4700000007
4.7.1.00.00.00-4,Instrumentos Financeiros Derivativos,,-,4710000004
4.7.1.01.00.00-7,CONTRATOS DE CÂMBIO - COMPRA DE MOEDA ESTRANGEIRA,,470,4710100007
4.7.1.01.10.00-4,Liquidação Pronta,,-,4710110004
4.7.1.01.20.00-1,Liquidação Futura,,-,4710120001
4.7.1.02.00.00-0,CONTRATOS DE CÂMBIO - VENDA DE MOEDA ESTRANGEIRA,,470,4710200000
4.7.1.02.10.00-7,Liquidação Pronta,,-,4710210007
4.7.1.02.20.00-4,Liquidação Futura,,-,4710220004
4.7.1.05.00.00-9,INSTRUMENTOS FINANCEIROS DERIVATIVOS - HEDGE DE CARTEIRA DE ATIVOS - LIG,,470,4710500009
4.7.1.06.00.00-2,CONTRATOS DE COMPRA DE OURO,,470,4710600002
4.7.1.07.00.00-5,CONTRATOS DE VENDA DE OURO,,470,4710700005
4.7.1.10.00.00-3,OPERAÇÕES DE SWAP,,470,4711000003
4.7.1.30.00.00-1,COMPRAS A TERMO A PAGAR,,470,4713000001
4.7.1.30.10.00-8,Operações com Ações,,-,4713010008
4.7.1.30.30.00-2,Operações Com Outros Ativos Financeiros,,470,4713030002
4.7.1.30.40.00-9,Operações com Ativos Não Financeiros,,-,4713040009
4.7.1.40.00.00-0,VENDAS A TERMO A ENTREGAR,,470,4714000000
4.7.1.40.10.00-7,Operações com Ações,,-,4714010007
4.7.1.40.30.00-1,Operações Com Outros Ativos Financeiros,,-,4714030001
4.7.1.40.40.00-8,Operações Com Ativos Não Financeiros,,-,4714040008
4.7.1.50.00.00-9,MERCADOS FUTUROS - AJUSTES DIARIOS A PAGAR,,470,4715000009
4.7.1.60.00.00-8,PRÊMIOS DE OPÇÕES LANÇADAS - AÇÕES,,470,4716000008
4.7.1.60.10.00-5,Vendas de Opções de Compra,,-,4716010005
4.7.1.60.20.00-2,Vendas de Opções de Venda,,-,4716020002
4.7.1.70.00.00-7,"PRÊMIOS DE OPCOES LANÇADAS - OUTROS ATIVOS, EXCETO AÇÕES",,470,4717000007
4.7.1.70.10.00-4,Vendas de Opções de Compra,,-,4717010004
4.7.1.70.20.00-1,Vendas de Opções de Venda,,-,4717020001
4.7.1.80.00.00-6,DERIVATIVOS DE CRÉDITO,,470,4718000006
4.7.1.80.10.00-3,Swap de Crédito,,-,4718010003
4.7.1.80.30.00-7,Swap de Taxa de Retorno Total,,-,4718030007
4.7.1.85.00.00-1,OUTROS INSTRUMENTOS FINANCEIROS DERIVATIVOS,,470,4718500001
4.8.0.00.00.00-0,PROVISÕES E OUTRAS OBRIGAÇÕES COM INSTRUMENTOS FINANCEIROS,,-,4800000000
4.8.1.00.00.00-7,Compromissos de Crédito e Créditos a Liberar,,-,4810000007
4.8.1.10.00.00-6,PROVISÃO PARA PERDAS ESPERADAS COM COMPROMISSOS DE CRÉDITO,,500,4811000006
4.8.1.20.00.00-5,PROVISÃO PARA PERDAS ESPERADAS COM CRÉDITOS A LIBERAR,,500,4812000005
4.8.3.00.00.00-1,Garantias Financeiras Prestadas,,-,4830000001
4.8.3.10.00.00-0,RECEITAS A APROPRIAR - PRÊMIOS RECEBIDOS POR GARANTIAS FINANCEIRAS PRESTADAS,,500,4831000000
4.8.3.20.00.00-9,PROVISÃO PARA PERDAS ESPERADAS COM GARANTIAS FINANCEIRAS PRESTADAS,,500,4832000009
4.8.5.00.00.00-5,Operações de Arrendamento Operacional,,-,4850000005
4.8.5.10.00.00-4,PROVISÃO PARA PERDAS ESPERADAS ASSOCIADAS A RISCO DE CRÉDITO,,500,4851000004
4.8.8.00.00.00-6,Obrigações por Empréstimos de Instrumentos Financeiros,,-,4880000006
4.8.8.10.00.00-5,VALORES A PAGAR DE EMPRÉSTIMOS DE INSTRUMENTOS FINANCEIROS,,500,4881000005
4.8.8.50.00.00-1,OBRIGAÇÕES POR VENDA DE INSTRUMENTOS FINANCEIROS DE TERCEIROS EMPRESTADOS,,500,4885000001
4.9.0.00.00.00-3,OUTRAS OBRIGAÇÕES,,-,4900000003
4.9.1.00.00.00-0,Cobrança e Arrecadação de Tributos e Assemelhados,,-,4910000000
4.9.1.10.00.00-9,IOF A RECOLHER,,481,4911000009
4.9.1.10.10.00-6,Operações de Crédito,,-,4911010006
4.9.1.10.20.00-3,Operações de Câmbio,,-,4911020003
4.9.1.10.30.00-0,Operações de Seguro,,-,4911030000
4.9.1.10.40.00-7,Operações com Títulos e Valores Mobiliários,,-,4911040007
4.9.1.10.99.00-3,Outros Recebimentos,,-,4911099003
4.9.1.20.00.00-8,PROAGRO A RECOLHER,,487,4912000008
4.9.1.20.10.00-5,Adicional,,-,4912010005
4.9.1.20.20.00-2,Multas,,-,4912020002
4.9.1.25.00.00-3,RECURSOS DO PROAGRO,,487,4912500003
4.9.1.25.10.00-0,Adicional,,-,4912510000
4.9.1.25.20.00-7,Multas,,-,4912520007
4.9.1.30.00.00-7,RECEBIMENTOS DE CONTRIBUIÇÃO SINDICAL,,487,4913000007
4.9.1.35.00.00-2,RECEBIMENTOS DE CONTRIBUIÇÕES PREVIDENCIÁRIAS,,482,4913500002
4.9.1.35.10.00-9,Federais,,-,4913510009
4.9.1.35.20.00-6,Estaduais e Municipais,,-,4913520006
4.9.1.40.00.00-6,RECEBIMENTOS DE TRIBUTOS ESTADUAIS E MUNICIPAIS,,483,4914000006
4.9.1.40.10.00-3,Estaduais,,-,4914010003
4.9.1.40.20.00-0,Municipais,,-,4914020000
4.9.1.50.00.00-5,RECEBIMENTOS DE TRIBUTOS FEDERAIS,,484,4915000005
4.9.1.60.00.00-4,RECEBIMENTOS DO FGTS,,485,4916000004
4.9.1.60.30.00-5,Eventuais,,-,4916030005
4.9.1.60.40.00-2,Dívida Ativa - FGTS,,-,4916040002
4.9.1.60.50.00-9,Arrecadação a Repassar,,-,4916050009
4.9.3.00.00.00-4,Sociais e Estatutárias,,-,4930000004
4.9.3.10.00.00-3,REMUNERAÇÃO DO CAPITAL A PAGAR,,500,4931000003
4.9.3.10.10.00-0,Dividendos,,-,4931010000
4.9.3.10.20.00-7,Juros sobre Capital Próprio,,-,4931020007
4.9.3.10.30.00-4,Bonificações em Dinheiro,,-,4931030004
4.9.3.10.50.00-8,Juros sobre o Capital Social de Cooperativas,,-,4931050008
4.9.3.10.90.00-6,Outras Remunerações do Capital,,-,4931090006
4.9.3.15.00.00-8,PROVISÃO PARA PARTICIPAÇÕES NOS LUCROS,,500,4931500008
4.9.3.20.00.00-2,"FUNDO DE ASSISTÊNCIA TÉCNICA, EDUCACIONAL E SOCIAL",,-,4932000002
4.9.3.20.10.00-9,Resultado de Atos com Associados,,-,4932010009
4.9.3.20.20.00-6,Resultado de Atos com Não Associados,,-,4932020006
4.9.3.25.00.00-7,FUNDOS VOLUNTÁRIOS,,-,4932500007
4.9.3.30.00.00-1,GRATIFICAÇÕES E PARTICIPAÇÕES A PAGAR,,500,4933000001
4.9.3.40.00.00-0,IMPOSTOS E PARTICIPAÇÕES DEVIDOS À MATRIZ NO EXTERIOR,,500,4934000000
4.9.3.55.00.00-4,DEPÓSITO PARA GARANTIA DE PATRIMÔNIO LÍQUIDO EXIGIDO,,500,4935500004
4.9.3.70.00.00-7,SOBRAS LÍQUIDAS A DISTRIBUIR,,-,4937000007
4.9.3.80.00.00-6,COTAS DE CAPITAL A PAGAR,,-,4938000006
4.9.4.00.00.00-1,Fiscais e Previdenciárias,,-,4940000001
4.9.4.10.00.00-0,IMPOSTOS E CONTRIBUIÇÕES SOBRE LUCROS A PAGAR,,500,4941000000
4.9.4.15.00.00-5,PROVISÃO P/IMPOSTOS E CONTRIBUIÇÕES SOBRE LUCROS,,500,4941500005
4.9.4.20.00.00-9,IMPOSTOS E CONTRIBUIÇÕES A RECOLHER,,500,4942000009
4.9.4.20.10.00-6,Impostos e Contribuições sobre Serviços de Terceiros,,-,4942010006
4.9.4.20.20.00-3,Impostos e Contribuições sobre Salários,,-,4942020003
4.9.4.20.90.00-2,Outros,,-,4942090002
4.9.4.30.00.00-8,PROVISÃO PARA IMPOSTOS E CONTRIBUIÇÕES DIFERIDOS,,500,4943000008
4.9.4.30.20.00-2,Provisões de Ágios de Investimentos com Fundamento em Expectativa de Rentabilidade Futura,,-,4943020002
4.9.4.30.30.00-9,Provisões de Ativos Atuariais de Fundos de Pensão de Benefício Definido de Acesso Não Irrestrito,,-,4943030009
4.9.4.30.99.00-2,Outras,,-,4943099002
4.9.5.00.00.00-8,Negociação e Intermediação de Valores,,-,4950000008
4.9.5.05.00.00-3,AQUISIÇÃO E SUBSCRIÇÃO DE TÍTULOS DECORRENTES DE LANÇAMENTO,,500,4950500003
4.9.5.10.00.00-7,CAIXAS DE REGISTRO E LIQUIDAÇÃO,,500,4951000007
4.9.5.10.10.00-4,Operações Próprias,,-,4951010004
4.9.5.10.15.00-9,Operações de Clientes,,-,4951015009
4.9.5.10.20.00-1,Operações de Instituições Financeiras,,-,4951020001
4.9.5.15.00.00-2,COMISSÕES E CORRETAGENS A PAGAR,,500,4951500002
4.9.5.21.00.00-9,COTAS A EMITIR,,-,4952100009
4.9.5.24.00.00-8,COTAS A RESGATAR,,-,4952400008
4.9.5.30.00.00-5,CREDORES CONTA LIQUIDAÇÕES PENDENTES,,500,4953000005
4.9.5.33.00.00-4,APLICAÇÕES INTERFINANCEIRAS DE TERCEIROS A LIQUIDAR,,500,4953300004
4.9.5.34.00.00-7,CAPTAÇÕES INTERFINANCEIRAS DE TERCEIROS A RESGATAR,,500,4953400007
4.9.5.40.00.00-4,OPERAÇÕES COM ATIVOS FINANCEIROS E MERCADORIAS A LIQUIDAR,,500,4954000004
4.9.5.40.10.00-1,Operações Próprias,,-,4954010001
4.9.5.40.15.00-6,Operações de Clientes,,-,4954015006
4.9.5.40.20.00-8,Operações de Instituições Financeiras,,-,4954020008
4.9.5.45.00.00-9,OPERAÇÕES COM ATIVOS VIRTUAIS,,500,4954500009
4.9.5.45.10.00-6,Operações Próprias,,-,4954510006
4.9.5.45.15.00-1,Operações de Clientes,,-,4954515001
4.9.5.45.20.00-3,Operações de Instituições Financeiras,,-,4954520003
4.9.5.48.00.00-8,OPERAÇÕES EM MARGEM - OSCILAÇÕES DE VALORES,,-,4954800008
4.9.5.58.00.00-7,OBRIGAÇÕES POR EMPRÉSTIMOS DE OURO,,500,4955800007
4.9.5.80.00.00-0,CLIENTES - CONTA COMPRAS EM MARGEM,,-,4958000000
4.9.5.85.00.00-5,CLIENTES - CONTA VENDAS EM MARGEM,,-,4958500005
4.9.5.85.10.00-2,Próprios,,-,4958510002
4.9.5.85.20.00-9,Terceiros,,-,4958520009
4.9.5.90.00.00-9,OUTRAS OBRIGAÇÕES POR NEGOCIAÇÃO E INTERMEDIAÇÃO DE VALORES,,500,4959000009
4.9.6.00.00.00-5,Recursos para Destinação Específica,,-,4960000005
4.9.6.10.00.00-4,OBRIGAÇÕES DE OPERAÇÕES COM LOTERIAS,,500,4961000004
4.9.6.30.00.00-2,OBRIGAÇÕES POR FUNDOS E PROGRAMAS SOCIAIS,,500,4963000002
4.9.6.50.00.00-0,OBRIGAÇÕES POR FUNDOS FINANCEIROS E DE DESENVOLVIMENTO,,500,4965000000
4.9.6.50.10.00-7,Fundos PIS - Pasep,,-,4965010007
4.9.6.50.20.00-4,Fundo da Marinha Mercante - FMM,,-,4965020004
4.9.6.50.30.00-1,Fundo de Investimento Social - Finsocial,,-,4965030001
4.9.6.50.90.00-3,Outros Fundos e Programas,,-,4965090003
4.9.7.00.00.00-2,Operações Especiais,,-,4970000002
4.9.7.04.00.00-4,GOVERNO FEDERAL - APROVISIONAMENTO DE RECURSOS PARA APLICAÇÕES ESPECIAIS,,467,4970400004
4.9.7.40.00.00-8,GOVERNO FEDERAL - SUPRIMENTOS PARA OPERAÇÕES ESPECIAIS,,467,4974000008
4.9.7.45.00.00-3,FUNDO DE INVESTIMENTOS SETORIAIS,,467,4974500003
4.9.7.60.00.00-6,GOVERNO FEDERAL - RECEBIMENTOS DECORRENTES DE OPERAÇÕES ESPECIAIS - A RECOLHER,,467,4976000006
4.9.8.00.00.00-9,Obrigações Diversas,,-,4980000009
4.9.8.13.00.00-7,TAXA DE ADMINISTRAÇÃO ANTECIPADA,,-,4981300007
4.9.8.15.00.00-3,ATIVOS NÃO FINANCEIROS A ENTREGAR DECORRENTES DE ADIANTAMENTOS RECEBIDOS,,500,4981500003
4.9.8.15.10.00-0,Ouro,,-,4981510000
4.9.8.15.90.00-6,Outros,,-,4981590006
4.9.8.20.00.00-7,OBRIGAÇÕES EM MOEDA ESTRANGEIRA,,500,4982000007
4.9.8.55.00.00-9,OBRIGAÇÕES VINCULADAS AO TESOURO NACIONAL,,-,4985500009
4.9.8.60.00.00-3,DIREITOS POR RESTITUIÇÃO,,-,4986000003
4.9.8.60.10.00-0,Obrigações por Repasses,,-,4986010000
4.9.8.60.20.00-7,Obrigações por Custódia,,-,4986020007
4.9.8.65.00.00-8,CREDORES PREFERENCIAIS,,-,4986500008
4.9.8.65.10.00-5,Créditos Trabalhistas,,-,4986510005
4.9.8.65.15.00-0,Créditos Tributários da União,,-,4986515000
4.9.8.65.20.00-2,Créditos Tributários dos Estados,,-,4986520002
4.9.8.65.25.00-7,Créditos Tributários dos Municípios,,-,4986525007
4.9.8.65.30.00-9,Créditos Parafiscais,,-,4986530009
4.9.8.65.35.00-4,Outros Créditos da União,,-,4986535004
4.9.8.65.40.00-6,Outros Créditos dos Estados,,-,4986540006
4.9.8.65.45.00-1,Outros Créditos dos Municípios,,-,4986545001
4.9.8.65.70.00-7,Reserva de Fundos - Art.27 da Lei N. 6024/74,,-,4986570007
4.9.8.65.80.00-4,Provisão para Credores Preferenciais,,-,4986580004
4.9.8.70.00.00-2,ENCARGOS E DÍVIDAS DA MASSA,,-,4987000002
4.9.8.75.00.00-7,CREDORES PRIVILEGIADOS,,-,4987500007
4.9.8.75.10.00-4,Créditos com Direito Real de Garantia,,-,4987510004
4.9.8.75.20.00-1,Créditos com Privilégio Especial,,-,4987520001
4.9.8.75.30.00-8,Créditos com Privilégio Geral,,-,4987530008
4.9.8.75.70.00-6,Reservas de Fundos - Art.27 da Lei N. 6024/74,,-,4987570006
4.9.8.75.80.00-3,Provisão para Credores Privilegiados,,-,4987580003
4.9.8.80.00.00-1,CREDORES QUIROGRAFÁRIOS,,-,4988000001
4.9.8.80.10.00-8,Créditos Quirografários,,-,4988010008
4.9.8.80.70.00-0,Reserva de Fundos - Art. 27 da Lei 6024/74,,-,4988070000
4.9.8.80.80.00-7,Provisão para Credores Quirografários,,-,4988080007
4.9.8.82.00.00-7,OBRIGAÇÕES COM CONSORCIADOS,,-,4988200007
4.9.8.82.05.00-2,Grupos em Formação,,-,4988205002
4.9.8.82.07.00-0,Recebimentos Não Identificados,,-,4988207000
4.9.8.82.10.00-4,Contribuições de Consorciados Não Contemplados,,-,4988210004
4.9.8.85.00.00-6,OUTRAS EXIGIBILIDADES,,-,4988500006
4.9.8.86.00.00-9,VALORES A REPASSAR,,-,4988600009
4.9.8.86.10.00-6,Taxa de Administração,,-,4988610006
4.9.8.86.15.00-1,Prêmios de Seguro,,-,4988615001
4.9.8.86.20.00-3,Multas e Juros Moratórios,,-,4988620003
4.9.8.86.22.00-1,Multa Rescisória,,-,4988622001
4.9.8.86.25.00-8,Custas Judiciais,,-,4988625008
4.9.8.86.30.00-0,Despesas de Registro de Contratos de Garantia,,-,4988630000
4.9.8.86.35.00-5,Outros Recursos,,-,4988635005
4.9.8.86.95.00-7,Valores a Repassar - Encerramento,,-,4988695007
4.9.8.91.00.00-3,OBRIGAÇÕES POR CONTEMPLAÇÕES A ENTREGAR,,-,4989100003
4.9.8.91.10.00-0,Consorciados contemplados ativos,,-,4989110000
4.9.8.91.20.00-7,Consorciados contemplados excluídos/desistentes,,-,4989120007
4.9.8.92.00.00-6,OBRIGAÇÕES COM A ADMINISTRADORA,,-,4989200006
4.9.8.93.00.00-9,OBRIGAÇÕES POR RECURSOS DE CONSORCIADOS GRUPOS ENCERRADOS - RECURSOS NÃO PROCURADOS,,-,4989300009
4.9.8.94.00.00-2,RECURSOS A DEVOLVER A CONSORCIADOS,,-,4989400002
4.9.8.94.10.00-9,Ativos em Andamento,,-,4989410009
4.9.8.94.15.00-4,Ativos - pelo Rateio,,-,4989415004
4.9.8.94.20.00-6,Desistentes ou Excluídos,,-,4989420006
4.9.8.97.00.00-1,OBRIGAÇÕES POR ADIANTAMENTOS A TERCEIROS,,-,4989700001
4.9.8.98.00.00-4,(+/-) RECURSOS DO GRUPO,,-,4989800004
4.9.8.98.15.00-6,Fundo de Reserva,,-,4989815006
4.9.8.98.16.00-5,Fundo de Reserva Transformado em Fundo Comum,,-,4989816005
4.9.8.98.17.00-4,Fundo de Reserva a Receber de Consorciados Contemplados,,-,4989817004
4.9.8.98.18.00-3,(-) Recursos Utilizados do Fundo de Reserva,,-,4989818003
4.9.8.98.20.00-8,(+/-) Rendimentos e Ajuste a Valor Justo das Aplicações Financeiras de Grupos de Consórcio,,-,4989820008
4.9.8.98.30.00-5,Multas e Juros Moratórios Retidos,,-,4989830005
4.9.8.98.35.00-0,Multa Rescisória Retida,,-,4989835000
4.9.8.98.40.00-2,Recursos em Processo de Habilitação,,-,4989840002
4.9.8.98.45.00-7,Reajuste de Saldo de Caixa,,-,4989845007
4.9.8.98.50.00-9,(+/-) Atualização de Direitos,,-,4989850009
4.9.8.98.60.00-6,(+/-) Atualização de Obrigações,,-,4989860006
4.9.8.98.90.00-7,(-) Valores Irrecuperáveis,,-,4989890007
